OverallQual,YearBuilt,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,GarageCars,SalePrice
5,1991,624,624,1274,1,2,
5,1969,864,864,1479,2,1,
8,1994,1679,1803,1803,2,2,
6,1993,1152,1152,1797,2,2,
6,1956,882,882,882,1,1,
6,1974,1434,1434,1434,2,2,
6,1997,945,945,1608,2,2,
8,2003,1008,1008,2283,2,3,
7,1996,384,958,1628,2,2,
8,2004,2208,2522,2522,2,2,
8,1998,1418,1478,1478,2,2,
8,1995,1587,1734,1734,2,2,
7,1998,384,751,1382,2,2,
6,1998,952,952,1636,2,2,
6,1994,707,707,1516,2,2,
6,1993,1181,1190,1190,2,2,
5,1977,1122,946,1934,2,2,
7,1978,832,1154,2050,2,2,
6,1978,1427,1671,1671,2,2,
7,1980,1043,1539,2673,2,2,
6,1978,1140,1707,1707,2,2,
7,2003,926,1016,1884,2,2,
8,2000,1058,1058,1874,2,2,
8,2002,972,972,1811,2,2,
5,1975,1621,1621,1621,2,2,
6,1974,1116,1116,1116,2,2,
7,1975,1176,1193,1193,2,2,
5,1970,1180,1180,1180,1,2,
5,1971,1043,1050,1050,1,1,
4,1970,864,864,864,1,2,
4,1971,864,864,864,1,2,
6,1973,483,483,987,1,1,
6,1972,483,483,987,1,1,
6,1976,804,804,1548,2,2,
7,1975,1057,1055,1055,2,2,
6,1977,855,855,1456,2,2,
6,1978,804,804,1548,2,2,
6,1978,855,855,1456,2,2,
7,1976,836,836,836,1,1,
5,1966,864,1120,1120,1,2,
9,2007,1776,1794,2772,3,3,
9,2009,1365,1365,2690,2,3,
9,2008,2020,2020,2020,2,3,
10,2007,2630,2674,2674,2,3,
9,2008,1736,1736,1736,2,3,
8,2004,1782,1782,1782,2,3,
8,2007,1508,1508,2520,2,3,
9,2008,1739,1743,1743,2,3,
9,2006,1504,1531,1531,2,3,
9,2008,1774,1808,1808,2,3,
7,2003,1760,1760,1760,2,2,
9,2003,2452,2452,2452,2,3,
8,2003,1082,1105,2400,3,3,
8,2006,1598,1606,1606,2,3,
6,2005,1358,1358,1358,2,2,
6,2005,1306,1306,1306,2,2,
7,2007,1350,1358,1358,2,2,
10,2004,2492,2492,2492,2,3,
8,2003,2200,2200,2200,2,3,
9,2008,1884,1884,1884,2,2,
9,2008,1451,1456,1456,2,2,
8,2002,1712,1712,1712,2,3,
7,2003,1405,1405,1405,2,2,
7,2005,728,728,1456,2,2,
6,2005,745,745,1490,2,2,
7,2005,1220,1220,1220,2,2,
7,2004,384,744,1374,2,2,
7,2004,868,868,1630,2,2,
7,2004,846,846,1594,2,2,
7,2003,782,806,1489,2,2,
7,2003,698,698,1342,2,2,
8,2002,870,878,2004,2,3,
7,2004,384,744,1374,2,2,
6,2000,794,819,1514,2,2,
7,1999,384,774,1430,2,2,
7,1999,1177,1223,2312,2,3,
7,1999,384,774,1430,2,2,
8,2000,1455,1466,2687,2,3,
8,1994,2024,2063,2063,2,3,
7,1995,1070,1094,2061,2,2,
8,1993,1173,1215,2232,2,2,
8,2008,1696,1696,1696,2,3,
8,2008,1614,1658,1658,2,3,
8,2007,1702,1702,1702,2,3,
8,2006,1422,1432,1432,2,2,
9,2005,2458,2490,2490,2,3,
7,2008,1436,1436,1436,2,2,
7,2008,1402,1402,1402,2,2,
9,2007,1530,1530,1530,2,3,
8,2006,1372,1448,1448,2,2,
8,2006,900,909,1795,2,3,
8,2008,1836,1836,1836,2,2,
7,2006,1652,1662,1662,2,3,
7,2003,1553,1553,1553,2,2,
7,2003,812,812,1653,2,2,
7,2007,1218,1218,1218,1,2,
7,2006,1141,1141,1141,1,2,
6,2004,1158,1158,1158,1,0,
7,2004,835,871,1812,2,2,
8,2004,1512,1512,1512,2,3,
7,2004,1114,1114,1114,1,2,
5,2004,1114,1114,1114,1,0,
5,2003,1114,1114,1114,2,2,
7,2008,1450,1450,1450,2,3,
7,1996,913,913,2122,2,2,
6,1992,816,833,1730,2,2,
6,1990,1332,1332,1332,2,2,
7,1994,754,754,1540,2,2,
6,1986,676,698,1400,2,2,
6,1981,0,964,1882,2,2,
5,1962,980,980,980,1,2,
5,1961,864,864,864,1,2,
5,1961,864,864,864,1,1,
5,1965,1024,1020,1020,2,1,
5,1963,912,912,912,1,1,
5,1962,912,912,912,1,1,
8,1980,2014,2014,2014,2,3,
7,1991,975,975,1755,2,2,
7,2004,1376,1376,3005,2,3,
6,2008,1726,1726,1726,2,2,
6,2008,1145,1256,1256,1,2,
6,2000,756,756,1512,2,2,
7,1999,691,713,1452,2,2,
8,1977,1694,1694,1694,2,2,
7,1981,1740,1740,1740,1,2,
8,1976,392,1487,2499,2,2,
7,1974,752,1285,2067,2,2,
6,1967,932,1271,2640,2,2,
5,1969,1288,1336,1336,2,2,
6,1969,1216,1216,1216,1,1,
7,1977,908,1316,2288,1,2,
5,1967,864,864,864,1,1,
5,1967,1568,1568,1568,1,2,
7,1974,1165,1165,2061,2,2,
6,1971,1232,1320,1320,2,2,
4,1960,894,894,894,1,2,
5,1959,864,864,864,1,1,
4,1957,1040,1362,1362,1,3,
5,1956,1048,1728,1728,2,2,
5,1961,1313,1313,1313,1,2,
5,1964,1292,1292,1292,1,2,
5,1965,744,825,2140,2,2,
6,1961,1208,1576,1576,1,2,
5,1955,960,960,960,1,1,
6,1967,1680,1691,1691,1,2,
6,1961,1453,1453,1453,2,2,
6,1966,1562,1567,1567,2,2,
5,1956,1169,1144,1144,1,1,
7,1960,1329,1329,1329,1,2,
6,1959,988,988,988,2,1,
5,1956,1202,1202,1202,1,1,
5,1955,1382,1382,1382,1,1,
4,1956,1200,1200,1200,1,1,
5,1958,1866,1866,1866,2,2,
6,1954,1062,1062,1062,1,1,
5,1951,631,1112,1112,1,2,
5,1945,793,793,793,1,1,
5,1952,1031,1031,1031,1,1,
5,1953,0,1210,1210,1,1,
7,1948,699,801,1527,1,2,
5,1950,1200,1200,1200,1,1,
3,1958,792,792,792,1,1,
5,1939,676,676,1352,2,2,
4,1900,405,717,1039,1,1,
5,1925,1054,1078,1078,1,1,
4,1915,1313,1313,2377,2,2,
7,1910,560,930,1690,2,2,
2,1940,416,599,599,1,0,
5,1920,720,846,846,1,2,
3,1890,630,725,725,1,1,
6,1969,1248,1248,2544,2,3,
6,1963,1380,1380,1380,1,1,
6,1967,1040,1040,1040,1,2,
6,1958,951,951,951,1,2,
6,1957,1105,1105,1105,1,1,
6,1958,160,1142,1142,1,1,
6,1950,795,765,1133,1,2,
5,1958,1041,1041,1041,1,1,
5,1952,732,732,732,1,1,
5,1959,528,1183,1183,1,1,
4,1949,832,832,1461,2,1,
6,1948,864,1064,1495,1,2,
6,1964,780,993,1806,1,2,
5,1978,941,941,941,1,2,
6,1963,1045,1045,1045,1,1,
6,1935,901,861,1378,1,1,
6,1910,972,972,1944,2,2,
5,1910,240,810,1306,1,2,
5,1910,504,764,1464,2,0,
5,1939,690,868,1558,1,2,
4,1920,600,1101,1701,2,0,
5,1910,801,801,1447,1,0,
5,1950,768,768,1328,1,1,
4,1920,861,861,861,1,2,
2,1940,0,612,612,1,1,
5,1923,624,792,792,1,1,
4,1910,677,833,1510,2,2,
6,1900,917,1090,2007,2,1,
6,1917,624,664,1288,1,1,
4,1910,624,816,816,1,0,
6,1920,972,1044,1480,1,1,
6,1910,741,780,1521,1,3,
3,1900,245,797,797,1,0,
6,1923,1022,1432,1432,1,1,
5,1930,297,1001,1654,2,1,
5,1924,468,822,1142,1,1,
5,1925,960,995,995,1,1,
5,1938,952,994,1582,2,1,
5,1925,1072,1072,1072,1,5,
6,1915,1048,1048,1768,2,2,
7,1915,672,1272,1944,2,1,
5,1922,1040,1088,2128,2,0,
6,1927,720,1146,1930,2,1,
6,1915,483,741,1427,1,1,
7,1902,1020,978,1864,2,0,
6,1927,1204,1204,1666,1,1,
4,1923,858,892,892,1,0,
6,1915,698,754,1403,1,1,
4,1946,560,704,704,1,1,
5,1987,1200,1200,1200,3,0,
5,1978,1152,1152,1152,2,1,
5,1934,585,687,1112,2,1,
5,1967,1052,1052,1052,1,1,
6,1978,456,1034,1034,1,2,
5,1961,552,904,1774,2,1,
6,1960,1138,1138,1138,1,2,
5,1956,825,2071,2071,1,1,
2,1947,0,660,660,1,0,
4,1954,0,1383,1383,1,2,
5,1956,1073,1073,1073,1,1,
6,1946,747,892,1639,1,1,
5,1954,1089,1089,1089,1,1,
5,1984,1049,1049,1049,2,1,
7,1990,1054,1061,1061,1,2,
6,1983,520,1338,1338,1,2,
7,1993,1079,1079,1879,2,2,
5,1880,0,1288,2016,1,2,
5,1979,0,1114,2228,2,2,
5,1979,0,1535,1535,2,2,
5,1979,1094,1229,1229,0,2,
5,1979,0,1513,1513,2,2,
7,2000,1168,1168,2787,4,4,
7,2000,1168,1168,2787,4,4,
7,2000,1168,1168,2787,4,4,
9,2009,1555,1680,1680,1,3,
9,2008,1720,1720,1720,2,3,
8,2008,1468,1468,1468,2,3,
8,2007,1838,1838,1838,2,2,
7,2007,1282,1290,1290,2,2,
8,2008,1254,1254,1254,2,3,
8,2005,1498,1498,1498,2,3,
6,2005,704,704,1422,2,2,
7,1992,1449,944,1759,2,2,
5,1994,990,990,990,1,1,
7,1998,1463,1463,1463,2,2,
6,1998,928,928,1772,2,2,
7,2002,1431,1444,1444,2,2,
7,2001,1492,1492,1492,2,2,
5,1978,907,907,907,1,1,
5,1979,914,914,914,1,2,
7,2002,1569,1611,1611,2,3,
8,2003,1068,1068,2184,2,2,
7,2002,840,840,1725,2,2,
7,2001,944,944,1870,2,2,
8,1999,1462,1513,1513,2,2,
8,2002,1822,1828,1828,2,2,
7,1997,1417,1417,1417,2,2,
8,2007,1578,1602,1602,2,3,
6,2007,608,608,1396,2,2,
4,1960,1014,1149,1149,1,1,
6,2005,547,1072,1072,1,2,
4,1959,876,876,876,1,1,
5,1950,1078,1368,1368,1,1,
5,1959,1678,1678,1678,2,0,
5,1956,1150,1560,1560,1,1,
5,1941,720,854,1298,1,1,
5,1938,832,832,1268,1,1,
6,1935,583,647,1242,1,1,
6,1916,816,1232,1232,1,2,
7,1918,600,628,1228,1,1,
5,1940,840,840,1567,1,2,
5,1960,1273,1273,1273,1,1,
7,1940,920,1240,2480,2,2,
5,1954,1112,1112,1112,1,1,
6,1960,1561,1561,1561,2,2,
5,1949,1067,986,1523,2,1,
6,1954,1310,1906,1906,1,2,
6,1980,516,516,1032,1,2,
6,1980,561,561,1229,1,2,
6,1980,561,561,1229,1,2,
6,1986,572,1182,1982,2,2,
7,1971,1803,2365,2365,2,2,
5,1900,760,928,2168,2,2,
4,1925,572,572,572,1,1,
8,2007,1596,1648,1648,2,2,
2,1910,0,810,810,1,1,
8,2000,1107,1040,2052,2,3,
6,1977,902,926,926,1,1,
6,1977,957,1287,1287,1,2,
5,1991,1582,1595,1595,2,2,
9,2008,2190,2036,2036,2,3,
9,2008,1641,1641,1641,2,3,
6,1980,712,1375,2237,2,2,
7,1987,1645,1479,1479,2,2,
7,2003,912,1072,2014,2,2,
9,2007,1978,1978,1978,2,3,
5,1968,1008,1008,1008,1,1,
5,1969,1188,1404,1404,2,2,
5,1972,796,796,796,1,1,
6,1993,384,1091,1091,1,1,
5,1992,828,883,883,1,2,
5,1992,624,624,1287,1,2,
5,1969,784,784,1632,1,2,
6,1997,926,926,1604,2,2,
6,1995,680,680,1470,2,2,
6,1998,926,926,1604,2,2,
6,1996,916,916,1636,2,2,
5,1996,1348,1384,1384,2,2,
8,1997,1664,1682,1682,1,2,
8,1992,1280,1280,1280,2,2,
6,1998,932,932,1633,2,2,
6,1991,836,851,1709,2,2,
8,1989,1337,1337,1337,2,2,
8,2005,1168,1168,2500,3,3,
9,2004,1884,1884,1884,2,3,
6,1952,1632,1474,1474,1,2,
9,2007,1710,1710,1710,2,2,
6,1950,1488,1488,1488,2,2,
7,1988,1675,1688,1688,2,2,
7,1983,1260,1260,1260,2,2,
7,1978,2048,2064,2064,2,2,
7,1979,1782,1782,1782,2,2,
6,1976,1211,1211,1211,2,2,
7,1980,738,1277,2044,2,2,
5,1969,720,720,1308,1,2,
7,1978,1420,1420,2840,2,4,
6,1976,1444,1444,1444,2,2,
8,1996,1236,1236,2340,2,3,
5,1974,896,896,1792,2,2,
4,1969,936,936,936,1,1,
5,1971,864,864,864,1,2,
6,1973,483,483,987,1,1,
6,1972,483,483,987,1,1,
5,1972,630,630,1302,2,1,
6,1975,855,855,1456,2,2,
7,1977,1055,1055,1055,2,2,
8,2007,1582,1582,1582,2,3,
8,2007,2418,2464,2464,2,3,
9,2007,1950,1950,1950,2,3,
9,2006,1850,1850,2748,2,3,
10,2005,1620,1632,2790,2,4,
9,2005,1414,1414,2331,2,3,
8,2007,948,948,2088,2,3,
8,2004,1148,1170,2332,2,3,
10,2003,2535,2470,2470,1,3,
8,2003,1603,1575,1575,2,3,
8,2001,1479,1515,2649,2,3,
8,2003,1765,1804,2690,2,3,
9,2008,1858,1866,1866,2,3,
7,2005,1367,1367,1367,2,2,
9,2007,1800,1800,1800,2,3,
8,2006,1342,1342,1342,2,2,
8,2006,1342,1342,1342,2,2,
7,2003,764,764,1626,2,2,
7,2003,1415,1455,1455,2,3,
7,2004,1393,1576,1576,2,3,
7,2007,1146,1246,1246,2,2,
6,2004,789,813,1515,2,2,
7,2002,840,840,1720,2,2,
7,2003,847,847,1986,2,2,
7,2007,1350,1358,1358,2,2,
7,2000,982,1008,1892,2,2,
7,2002,707,707,1414,2,2,
7,1999,1037,1037,2322,2,2,
7,1999,831,873,1651,2,2,
8,1997,1173,1182,2199,2,2,
9,2000,1519,1533,2172,2,3,
8,1998,1982,2006,2006,2,3,
7,1996,1064,1064,2125,2,2,
8,1995,1242,1251,2501,2,3,
7,1993,1080,1108,2197,2,3,
7,2006,1578,1578,1578,2,3,
8,2007,1341,1341,1861,3,3,
8,2007,955,955,1874,2,3,
8,2006,1460,1460,1460,2,2,
8,2007,1363,1372,1372,2,2,
8,2007,1660,1660,1660,2,3,
7,2007,1218,1218,1218,2,2,
6,2003,835,835,1696,2,2,
7,2003,835,835,1663,2,2,
6,2005,1175,1175,1175,1,0,
7,2007,1162,1162,1162,2,2,
6,1995,754,754,1609,2,2,
6,1993,886,886,1680,2,2,
7,1994,832,832,1657,2,2,
6,2001,827,827,1677,2,2,
7,1992,836,844,1737,2,2,
5,1963,984,984,984,1,1,
5,1961,864,864,864,1,1,
5,1968,890,890,890,1,1,
5,1963,864,864,864,1,1,
6,1974,1430,1430,1430,2,2,
5,1972,1001,1001,1641,2,2,
6,1990,930,1364,2683,2,2,
9,1993,1848,1827,2786,2,2,
7,2004,1235,1245,1245,2,2,
6,2005,600,600,1200,2,2,
7,2007,689,703,1392,2,2,
6,1999,744,757,1549,2,2,
9,2000,1614,1638,1638,2,2,
9,2001,1310,1310,1310,1,2,
9,2001,1419,1419,1419,1,2,
9,1999,1557,1557,1557,2,2,
7,1999,672,684,1404,2,2,
7,2001,858,872,1789,2,2,
8,1999,960,962,1586,2,2,
8,1999,960,962,1607,2,2,
10,1998,970,1469,2393,2,2,
8,1995,1230,1239,1239,1,2,
9,1977,994,1599,2944,2,3,
8,1976,1426,1671,1671,3,2,
7,2002,952,952,1812,2,2,
6,1969,1427,1427,1427,2,2,
6,1968,1740,1740,1740,1,2,
7,1967,1620,1620,1620,2,2,
5,1965,1625,1625,1625,2,2,
5,1968,732,732,1464,1,2,
5,1965,912,925,925,1,2,
5,1965,1728,1728,1728,2,2,
7,1971,825,845,1670,1,2,
5,1956,0,1014,1014,1,1,
5,1961,1114,1114,1114,1,2,
5,1960,1118,1118,1118,1,1,
4,1937,348,453,906,1,1,
5,1960,1296,1496,1496,2,2,
5,1950,572,1337,1337,1,1,
5,1953,1036,1036,1036,1,1,
6,1966,1104,1104,1988,2,2,
5,1957,1176,1176,1176,1,1,
5,1959,1248,1440,1440,2,1,
6,1958,1395,1570,1570,1,2,
5,1956,1104,1104,1104,1,1,
5,1952,720,882,882,1,1,
5,1953,1152,1152,1152,1,2,
5,1953,984,950,950,1,2,
6,1957,998,1790,1790,2,2,
5,1957,0,1764,1764,2,1,
5,1957,1824,1824,1824,2,2,
4,1948,0,869,869,1,1,
5,1925,747,747,1159,1,1,
4,1940,672,672,672,1,1,
5,1922,892,1254,1436,1,4,
5,1968,912,1044,1044,1,2,
7,1958,1312,1312,1312,1,2,
6,1960,1081,1081,1081,1,1,
5,1951,876,876,876,1,2,
5,1959,1256,1256,1256,1,1,
5,1962,1027,1027,1027,1,1,
6,1948,768,819,1320,2,2,
6,1954,936,984,984,1,1,
6,1954,854,854,1278,1,1,
5,1961,1800,1800,1800,2,0,
5,1955,768,1024,1588,1,2,
5,1954,825,825,825,1,1,
5,1963,1117,1117,1117,1,1,
6,2008,192,1133,1133,1,1,
5,1948,780,948,1323,1,2,
5,1910,680,680,1360,1,1,
5,1940,672,672,672,1,1,
6,1915,728,728,1456,1,1,
4,1910,828,828,1594,2,0,
4,1940,801,1095,1656,2,2,
5,1920,936,960,1740,1,1,
7,1920,931,1027,1027,1,0,
6,1940,884,884,1436,2,2,
5,1910,481,899,899,1,1,
5,1890,684,684,1080,1,0,
5,1946,904,904,1499,1,3,
2,1946,407,407,407,1,1,
3,1949,448,1588,1588,2,0,
5,1900,797,830,1627,2,2,
7,1920,624,730,1450,1,1,
5,1900,346,709,1017,1,1,
5,1920,973,1377,2350,2,2,
5,1905,572,884,1540,1,0,
2,1920,723,723,1086,1,2,
7,1890,1313,1313,2495,2,2,
5,1959,984,984,984,1,1,
4,1958,869,1093,1093,1,1,
5,1928,1008,1143,1143,1,1,
7,1945,672,1195,1668,1,1,
5,1935,1024,1144,1738,2,1,
5,1941,672,832,1210,1,1,
6,1900,554,736,1290,1,1,
6,1940,981,1014,1672,1,1,
5,1924,949,949,949,1,2,
6,1937,825,825,1497,2,1,
6,1939,739,874,1342,2,1,
6,1926,992,1013,1013,1,1,
5,1920,565,565,1216,1,1,
4,1946,NA,896,896,1,1,
4,1929,704,624,1136,1,1,
5,1945,0,808,808,1,1,
7,1939,989,1245,2009,2,2,
5,1923,1100,1226,1902,2,2,
6,1915,810,1170,1716,2,2,
6,1910,1242,1242,1984,2,1,
6,1910,796,825,1609,1,1,
6,1930,768,768,768,1,2,
6,1952,768,768,1536,1,1,
6,1938,1272,1272,1969,2,2,
5,1915,880,880,1308,2,2,
6,1925,1040,1040,1040,1,2,
6,1925,768,788,1236,2,1,
5,1912,451,759,759,1,2,
3,1915,536,808,1344,2,0,
5,1947,1046,1054,1054,1,1,
5,1963,981,1075,1075,1,2,
6,1978,1008,1096,1096,1,2,
5,1967,992,992,992,1,1,
6,1978,450,1034,1034,1,2,
5,1967,1073,1073,1073,1,1,
5,1984,1060,1126,1126,1,2,
5,1920,1300,1140,1140,1,2,
5,1963,960,960,960,1,1,
6,1956,988,1188,1188,1,2,
5,1960,988,1721,1721,2,2,
5,1941,576,864,1350,1,3,
5,1970,864,904,904,1,3,
7,1979,1524,1524,1524,2,2,
7,1948,570,617,1079,1,1,
5,1940,1580,1518,1518,1,0,
5,1956,1509,1509,1509,1,1,
5,1975,864,864,864,1,0,
6,1962,621,621,1269,1,1,
6,1995,1077,1093,2814,2,2,
7,1994,1602,1626,1626,2,2,
7,1993,812,1101,2200,2,2,
7,1996,672,1302,2037,2,2,
7,2007,628,628,1356,2,2,
8,2007,1615,1615,1615,2,3,
9,2008,2271,2276,2276,2,3,
9,2008,1751,1766,1766,2,3,
8,1995,1401,1511,1511,2,3,
6,1966,1182,1643,1643,2,2,
5,1994,990,990,990,1,2,
7,1997,1418,1418,1418,2,2,
6,1997,864,872,1771,2,2,
7,2000,782,782,1652,2,2,
7,2000,928,928,1823,2,2,
5,1978,864,1174,1174,1,2,
5,1975,1076,1076,1076,1,2,
5,1975,864,1558,1558,2,2,
7,2001,1257,1290,2161,2,2,
9,2001,1357,1366,1947,2,3,
8,2002,1778,1786,1786,2,3,
7,2003,1129,1129,2327,2,2,
8,1999,850,886,1764,2,2,
6,2004,848,848,848,1,2,
6,1997,1838,1838,1838,2,3,
7,2004,1445,1445,1445,2,2,
7,2007,1564,1564,1564,2,3,
7,2007,1351,1361,1361,2,2,
5,1966,1092,1092,1092,1,1,
5,1976,456,1033,1033,1,2,
6,1976,1127,1127,1127,1,2,
6,1977,1029,1117,1117,1,2,
6,1976,684,684,1398,1,2,
5,1959,0,3820,3820,3,2,
4,1955,0,1152,1152,2,0,
4,1955,0,1152,1152,2,0,
4,1955,784,784,784,1,0,
5,1938,585,585,1053,1,0,
5,1947,0,929,1137,1,0,
4,1953,911,930,930,1,1,
4,1954,416,1204,1204,1,1,
4,1923,949,949,1292,1,1,
7,1921,1228,1424,1424,2,1,
6,1930,960,960,1920,2,2,
6,1926,644,672,1316,1,1,
6,1914,676,676,1264,1,2,
8,1925,798,798,1512,2,1,
6,1923,784,819,1603,1,2,
5,1937,942,1265,1938,2,1,
5,1938,884,932,1374,1,1,
6,1951,1091,1091,1091,1,1,
8,1935,608,983,1873,1,2,
7,1950,832,1218,2161,2,2,
5,1956,1898,1898,1898,2,2,
6,1980,516,516,1032,1,2,
6,1926,894,919,919,1,1,
6,1940,720,760,1090,1,1,
5,1930,780,780,1200,1,0,
5,1967,624,1092,1656,1,1,
5,1930,520,912,912,1,1,
5,1958,1151,1151,1955,2,1,
1,1952,0,733,733,1,2,
4,1895,173,825,1361,1,1,
4,1910,356,671,1049,1,1,
4,1920,592,432,864,1,1,
8,2007,1596,1648,1648,2,2,
7,2004,1594,1646,1646,2,2,
7,1996,1840,2032,2032,3,3,
7,1996,910,910,1820,2,3,
5,1976,0,936,1872,2,2,
4,1991,1680,1689,1689,2,2,
7,1986,1277,1501,1501,2,2,
8,2006,1518,1537,1537,2,3,
8,2007,920,920,1780,2,2,
5,2006,352,712,1442,2,2,
7,2008,796,796,1612,2,3,
6,1989,1495,1495,1495,2,2,
6,1986,1256,1256,1256,2,2,
8,2003,1432,1440,1440,2,2,
6,1999,1666,1675,1675,2,2,
8,2007,1884,1728,1728,2,2,
8,2005,1964,1964,1964,2,3,
7,1997,1344,1344,1344,2,4,
5,2007,1092,1092,1092,1,0,
6,1997,1189,1189,1189,2,2,
4,1964,1200,1200,1200,1,3,
5,1975,1040,1040,1040,1,2,
5,1976,550,925,1475,2,1,
4,1973,526,526,988,1,1,
4,1973,462,526,988,1,1,
5,1968,1113,1160,1160,1,1,
6,1970,546,546,1092,2,0,
5,1983,816,816,816,1,1,
5,1982,845,845,845,1,1,
5,1984,864,889,889,1,2,
5,1900,686,1150,1836,2,1,
6,1971,1587,1587,1587,2,2,
6,1997,384,754,1384,2,2,
6,1994,392,924,1694,2,2,
6,1999,923,947,1714,2,2,
7,1996,691,691,1553,2,2,
6,1999,938,957,2299,3,2,
7,1992,1168,1187,1187,2,2,
6,1993,903,910,1642,2,2,
6,1964,1302,1128,1128,1,2,
8,1988,1166,1179,1179,2,2,
8,1990,1312,1321,1321,1,2,
8,2005,1149,1164,2541,3,3,
9,2006,2660,2338,2338,2,3,
5,1969,1100,1424,1424,1,3,
9,2006,1612,1612,1612,2,2,
8,2006,2220,2234,2234,1,2,
10,2006,1742,2042,2042,2,3,
6,1984,1284,1284,1284,2,2,
